순번,구분,총톤수,길이,너비,깊이,선질,용도,세부용도,선적항
11626,어선,6.55 ,11.68 ,3.28 ,0.97 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
11627,어선,6.55 ,11.68 ,3.28 ,0.97 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
11628,어선,6.55 ,11.68 ,3.28 ,0.97 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
11629,어선,1.99 ,7.78 ,2.33 ,0.67 ,FRP,연안통발어업,어선(연안통발어업),경남 거제시 하청면
11630,어선,7.93 ,14.50 ,4.48 ,0.80 ,FRP,연안선망어업,어선(연안선망어업),충청남도 보령시
11631,어선,2.88 ,8.76 ,2.50 ,0.98 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 욕지면
11632,어선,2.22 ,8.60 ,2.45 ,0.65 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 동부면
11633,어선,7.31 ,13.12 ,3.83 ,1.08 ,FRP,연안통발어업,어선(연안통발어업),충청남도 보령시
11634,어선,7.31 ,13.12 ,3.83 ,1.08 ,FRP,연안통발어업,어선(연안통발어업),충청남도 보령시
11635,어선,1.40 ,6.37 ,2.03 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),강원 고성군 거진읍
11636,어선,24.00 ,20.41 ,4.50 ,1.48 ,FRP,근해통발어업,어선(근해통발어업),경남 통영시
11637,어선,1.46 ,6.30 ,1.84 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 마산합포구
11638,어선,2.99 ,8.18 ,3.17 ,0.64 ,FRP,연안통발어업,어선(연안통발어업),전남 여수시 돌산읍
11639,어선,1.43 ,7.35 ,2.10 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),울산시 울주군
11640,어선,1.43 ,7.35 ,2.10 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),울산시 울주군
11641,어선,1.65 ,6.81 ,2.07 ,0.77 ,FRP,이동성구획어업,어선(실뱀장어안강망어업),전남 영광군 염산면
11642,어선,2.45 ,8.30 ,2.13 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
11643,어선,39.00 ,22.10 ,5.90 ,2.30 ,강,기선선인망어업,어선(기선권현망어업),전남 여수시
11644,어선,2.80 ,8.70 ,2.38 ,0.72 ,FRP,연안통발어업,어선(연안통발어업),부산시 기장군
11645,어선,1.24 ,6.52 ,2.06 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 완도군 약산면
11646,어선,1.60 ,5.76 ,2.14 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 원북면
11647,어선,6.67 ,11.90 ,5.00 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 보길면
11648,어선,2.15 ,7.14 ,2.23 ,1.00 ,FRP,연안자망어업,어선(연안자망어업),경남 창원시 마산합포구 구산면
11649,어선,1.50 ,7.11 ,2.00 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 삼동면
11650,어선,2.66 ,7.72 ,2.30 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 진해구
11651,어선,1.40 ,6.66 ,2.09 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 구룡포읍
11652,어선,72.00 ,30.46 ,6.25 ,2.08 ,FRP,근해안강망어업,어선(근해안강망어업),충남 서천군 서면
11653,어선,1.90 ,7.52 ,2.19 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 마산합포구 진동면
11654,어선,1.00 ,5.50 ,2.03 ,0.73 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 도양읍
11655,어선,4.00 ,10.32 ,2.81 ,0.67 ,FRP,연안자망어업,어선(연안자망어업),경북 경주시 감포읍
11656,어선,9.77 ,16.03 ,4.18 ,0.82 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 울진읍
11657,어선,9.77 ,16.75 ,3.80 ,0.85 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 남부면
11658,어선,9.77 ,16.75 ,3.80 ,0.85 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 남부면
11659,어선,9.77 ,16.75 ,3.80 ,0.85 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 남부면
11660,어선,5.48 ,9.96 ,3.14 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 소원면
11661,어선,79.00 ,26.75 ,6.18 ,2.62 ,FRP,근해통발어업,어선(근해장어통발어업),경남 통영시
11662,어선,1.99 ,6.98 ,2.20 ,0.64 ,FRP,정치성구획어업,어선(장망류어업),충남 태안군 소원면
11663,어선,4.63 ,9.91 ,3.60 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 포두면
11664,어선,4.99 ,11.50 ,3.30 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),강원 고성군 죽왕면
11665,어선,9.77 ,16.50 ,3.89 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 남원읍
11666,어선,9.77 ,16.50 ,3.89 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 남원읍
11667,어선,28.00 ,22.51 ,4.80 ,2.20 ,강,기선선인망어업,어선(기선권현망어업),전남 여수시
11668,어선,51.00 ,25.82 ,5.50 ,1.93 ,FRP,대형기선저인망어업,어선(외끌이대형저인망어업),경남 사천시
11669,어선,51.00 ,25.82 ,5.50 ,1.93 ,FRP,대형기선저인망어업,어선(외끌이대형저인망어업),경남 사천시
11670,어선,1.94 ,7.81 ,2.44 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),전남 고흥군 금산면
11671,어선,5.39 ,11.13 ,3.14 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),제주시 조천읍
11672,어선,46.00 ,21.15 ,4.24 ,1.78 ,FRP,근해연승어업,어선(근해연승어업),경남 사천시
11673,어선,26.00 ,22.05 ,5.82 ,1.19 ,FRP,근해안강망어업,어선(근해안강망어업),충남 보령시 오천면
11674,어선,0.90 ,5.66 ,0.00 ,0.00 ,FRP,어장관리선,어선(어장관리선),전남 진도군 조도면
11675,어선,2.99 ,9.63 ,2.68 ,0.75 ,FRP,연안자망어업,어선(연안자망어업),전북 부안군 변산면
11676,어선,9.77 ,15.60 ,3.98 ,0.75 ,FRP,연안자망어업,어선(연안자망어업),충남 태안군 고남면
11677,어선,5.47 ,12.28 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시 주문진읍
11678,어선,5.47 ,12.28 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시 주문진읍
11679,어선,1.54 ,6.93 ,2.02 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),울산시 북구
11680,어선,9.77 ,15.30 ,4.80 ,1.20 ,강,근해유자망어업,어선(근해자망어업),인천시 중구
11681,어선,9.77 ,15.30 ,4.80 ,1.20 ,강,근해유자망어업,어선(근해자망어업),인천시 중구
11682,어선,2.28 ,8.60 ,3.50 ,0.57 ,FRP,어장관리선,어선(어장관리선),전남 무안군 삼향읍
11683,어선,6.67 ,11.90 ,5.00 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
11684,어선,6.67 ,12.14 ,3.70 ,0.74 ,FRP,연안통발어업,어선(연안통발어업),충남 태안군 소원면
11685,어선,6.67 ,12.14 ,3.70 ,0.74 ,FRP,연안통발어업,어선(연안통발어업),충남 태안군 소원면
11686,어선,9.77 ,13.59 ,3.75 ,0.93 ,FRP,잠수기어업,어선(잠수기어업),충남 보령시 오천면
11687,어선,3.43 ,9.80 ,2.86 ,0.73 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
11688,어선,29.00 ,21.93 ,5.09 ,1.61 ,FRP,근해통발어업,어선(근해통발어업),경북 경주시 감포읍
11689,어선,29.00 ,21.93 ,5.09 ,1.61 ,FRP,근해통발어업,어선(근해통발어업),경북 경주시 감포읍
11690,어선,7.93 ,13.64 ,3.48 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
11691,어선,71.00 ,28.22 ,6.57 ,2.23 ,FRP,근해통발어업,어선(근해통발어업),경남 통영시
11692,어선,6.55 ,11.51 ,3.25 ,0.80 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
11693,어선,7.93 ,14.28 ,3.62 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 신안군 비금면
11694,어선,9.77 ,15.74 ,3.98 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 서면
11695,어선,4.91 ,10.50 ,3.00 ,1.02 ,FRP,어장관리선,어선(어장관리선),울산시 동구
11696,어선,9.77 ,15.70 ,3.84 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 영흥면
11697,어선,9.77 ,15.70 ,3.98 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),인천시 중구
11698,어선,4.97 ,9.74 ,3.07 ,1.06 ,FRP,이동성구획어업,어선(새우조망어업),전남 고흥군 봉래면
11699,어선,3.48 ,10.00 ,3.10 ,0.61 ,FRP,연안복합어업,어선(연안복합어업),제주시
11700,어선,6.67 ,11.54 ,4.15 ,1.05 ,목,정치성구획어업,어선(건망어업),경북 포항시 구룡포읍
11701,어선,3.99 ,8.50 ,3.04 ,0.54 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 보길면
11702,어선,0.67 ,5.01 ,1.91 ,0.58 ,FRP,어장관리선,어선(어장관리선),전남 진도군 조도면
11703,어선,7.93 ,12.15 ,2.96 ,0.92 ,FRP,연안자망어업,어선(연안자망어업),충남 태안군 근흥면
11704,어선,9.16 ,14.20 ,3.97 ,0.76 ,FRP,연안복합어업,어선(연안복합어업),울산시 울주군
11705,어선,0.73 ,5.63 ,1.81 ,0.55 ,FRP,어장관리선,어선(어장관리선),전남 완도군 보길면
11706,어선,1.82 ,7.71 ,2.39 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 도화면
11707,어선,1.73 ,7.47 ,2.27 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 남양면
11708,어선,7.93 ,13.60 ,3.36 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),충남 태안군 고남면
11709,어선,9.77 ,16.35 ,4.50 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),인천시 중구
11710,어선,9.77 ,16.35 ,4.50 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),인천시 중구
11711,어선,4.99 ,10.82 ,3.35 ,0.91 ,FRP,연안통발어업,어선(연안통발어업),전남 고흥군 도양읍
11712,어선,4.99 ,10.82 ,3.35 ,0.91 ,FRP,연안통발어업,어선(연안통발어업),전남 고흥군 도양읍
11713,어선,9.77 ,14.95 ,3.85 ,1.02 ,FRP,잠수기어업,어선(잠수기어업),충청남도 보령시
11714,어선,1.96 ,8.80 ,2.65 ,0.78 ,FRP,어장관리선,어선(어장관리선),경북 포항시 구룡포읍
11715,어선,0.66 ,5.10 ,1.82 ,0.59 ,FRP,연안복합어업,어선(연안복합어업),전남 목포시
11716,어선,9.77 ,17.02 ,3.90 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경기 화성시 송산면
11717,어선,2.50 ,7.90 ,2.42 ,0.89 ,FRP,어선,어선(어선),충남 서산시 대산읍
11718,어선,9.77 ,13.87 ,3.76 ,1.04 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 욕지면
11719,어선,1.97 ,7.81 ,2.44 ,0.81 ,FRP,정치성구획어업,어선(장망류어업),전남 고흥군 도화면
11720,어선,9.77 ,14.50 ,3.84 ,0.83 ,FRP,연안자망어업,어선(연안자망어업),전남 여수시 화정면
11721,어선,9.77 ,14.50 ,3.84 ,0.83 ,FRP,연안자망어업,어선(연안자망어업),전남 여수시 화정면
11722,어선,13.00 ,19.75 ,5.80 ,0.67 ,FRP,패류양식어업,어선(패류양식어업),경남 거제시 동부면
11723,어선,13.00 ,19.75 ,5.80 ,0.67 ,FRP,패류양식어업,어선(패류양식어업),경남 거제시 동부면
11724,어선,13.00 ,19.75 ,5.80 ,0.67 ,FRP,패류양식어업,어선(패류양식어업),경남 거제시 동부면
11725,어선,9.77 ,15.63 ,3.82 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 완도읍
11726,어선,2.13 ,7.88 ,2.23 ,0.67 ,FRP,어장관리선,어선(어장관리선),경남 거제시
11727,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 영흥면
11728,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 영흥면
11729,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 영흥면
11730,어선,9.77 ,15.00 ,4.25 ,1.09 ,FRP,연안통발어업,어선(연안통발어업),울산시 북구
11731,어선,9.77 ,15.00 ,4.25 ,1.09 ,FRP,연안통발어업,어선(연안통발어업),울산시 북구
11732,어선,4.99 ,11.75 ,3.62 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경남 통영시
11733,어선,4.99 ,11.75 ,3.62 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경남 통영시
11734,어선,6.67 ,12.30 ,3.00 ,0.99 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 서면
11735,어선,9.77 ,15.80 ,3.92 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
11736,어선,9.77 ,15.80 ,3.92 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
11737,어선,9.77 ,15.80 ,3.92 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
11738,어선,20.00 ,21.00 ,5.32 ,0.98 ,FRP,근해선망어업,어선(소형선망어업),전남 여수시
11739,어선,9.77 ,15.00 ,3.80 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
11740,어선,9.77 ,15.00 ,3.80 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
11741,어선,9.77 ,15.00 ,3.80 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
11742,어선,1.33 ,6.82 ,2.03 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 도화면
11743,어선,0.70 ,4.14 ,1.96 ,0.61 ,FRP,마을어업,어선(마을어업),전남 신안군 압해읍
11744,어선,0.70 ,4.14 ,1.96 ,0.61 ,FRP,마을어업,어선(마을어업),전남 신안군 압해읍
11745,어선,7.93 ,13.90 ,3.90 ,1.02 ,FRP,연안통발어업,어선(연안통발어업),전남 고흥군 풍양면
11746,어선,13.00 ,16.60 ,4.35 ,1.18 ,FRP,근해통발어업,어선(근해통발어업),충청남도 보령시
11747,어선,40.00 ,22.49 ,4.80 ,2.20 ,강,기선선인망어업,어선(기선권현망어업),전남 여수시
11748,어선,9.77 ,14.75 ,4.10 ,1.18 ,FRP,연안자망어업,어선(연안자망어업),전북 군산시 옥도면
11749,어선,9.77 ,14.75 ,4.10 ,1.18 ,FRP,연안자망어업,어선(연안자망어업),전북 군산시 옥도면
11750,어선,1.18 ,6.03 ,2.00 ,0.74 ,FRP,어장관리선,어선(어장관리선),전남 해남군 문내면
11751,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 완도읍
11752,어선,29.00 ,21.00 ,5.70 ,1.90 ,강,근해선망어업,어선(소형선망어업),경남 사천시
11753,어선,12.00 ,16.95 ,4.50 ,0.89 ,FRP,근해형망어업,어선(근해형망어업),충남 서천군 장항읍
11754,어선,1.50 ,6.93 ,2.02 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),강원 동해시
11755,어선,2.99 ,9.00 ,2.70 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 용남면
11756,어선,2.99 ,9.00 ,2.70 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 용남면
11757,어선,2.99 ,9.18 ,2.30 ,1.00 ,FRP,어장관리선,어선(어장관리선),부산시 강서구
11758,어선,4.99 ,11.80 ,3.20 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 장목면
11759,어선,34.00 ,21.04 ,5.10 ,1.23 ,FRP,근해유자망어업,어선(근해자망어업),경남 통영시
11760,어선,80.00 ,26.74 ,6.18 ,2.62 ,FRP,근해통발어업,어선(근해장어통발어업),경남 통영시
11761,어선,1.19 ,6.73 ,1.87 ,0.77 ,FRP,정치성구획어업,어선(각망어업),전남 고흥군 금산면
11762,어선,9.77 ,15.66 ,3.80 ,0.75 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 서면
11763,어선,1.73 ,7.07 ,2.15 ,0.93 ,FRP,연안자망어업,어선(연안자망어업),강원 삼척시 근덕면
11764,어선,11.00 ,16.38 ,5.42 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 강진군 마량면
11765,어선,9.77 ,13.64 ,3.48 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),충청남도 서천군
11766,어선,9.77 ,16.40 ,3.80 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
11767,어선,1.96 ,7.81 ,2.44 ,0.81 ,FRP,연안통발어업,어선(연안통발어업),경남 고성군 하일면
11768,어선,3.00 ,8.16 ,2.69 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),강원 삼척시 근덕면
11769,어선,3.00 ,8.16 ,2.69 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),강원 삼척시 근덕면
11770,어선,138.00 ,34.92 ,6.80 ,3.10 ,강,대형기선저인망어업,어선(대형기선저인망어업),부산시 서구
11771,어선,138.00 ,34.92 ,6.80 ,3.10 ,강,대형기선저인망어업,어선(대형기선저인망어업),부산시 서구
11772,어선,72.00 ,34.97 ,7.00 ,2.08 ,FRP,근해안강망어업,어선(근해안강망어업),충청남도 보령시
11773,어선,6.67 ,13.15 ,4.70 ,0.79 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 군외면
11774,어선,6.67 ,13.15 ,4.70 ,0.79 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 군외면
11775,어선,19.00 ,20.75 ,6.40 ,0.98 ,FRP,패류양식어업,어선(패류양식어업),전남 해남군 송지면
11776,어선,19.00 ,20.75 ,6.40 ,0.98 ,FRP,패류양식어업,어선(패류양식어업),전남 해남군 송지면
11777,어선,1.64 ,6.98 ,2.56 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 노화읍
11778,어선,2.36 ,7.65 ,2.13 ,0.85 ,FRP,정치성구획어업,어선(장망류어업),충남 태안군 남면
11779,어선,0.57 ,5.27 ,1.68 ,0.57 ,FRP,어장관리선,어선(어장관리선),전남 완도군 군외면
11780,어선,4.91 ,10.26 ,3.29 ,0.85 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 창선면
11781,어선,79.00 ,25.60 ,6.70 ,2.65 ,강,근해통발어업,어선(근해통발어업),부산시 영도구
11782,어선,1.99 ,7.35 ,2.28 ,0.69 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 이동면
11783,어선,3.45 ,9.25 ,2.40 ,0.91 ,FRP,어장관리선,어선(어장관리선),경남 통영시 욕지면
11784,어선,3.45 ,9.25 ,2.40 ,0.91 ,FRP,어장관리선,어선(어장관리선),경남 통영시 욕지면
11785,어선,2.85 ,7.42 ,2.08 ,0.95 ,목,어장관리선,어선(어장관리선),경남 통영시 도산면
11786,어선,2.99 ,8.86 ,2.52 ,0.71 ,FRP,연안자망어업,어선(연안자망어업),경남 통영시
11787,어선,68.00 ,31.02 ,5.70 ,2.59 ,강,근해통발어업,어선(근해통발어업),경북 울진군 후포면
11788,어선,2.90 ,9.45 ,2.10 ,0.85 ,FRP,패류양식어업,어선(패류양식어업),경남 사천시
11789,어선,139.00 ,34.98 ,6.85 ,3.15 ,강,근해트롤어업,어선(대형트롤어업),부산시 서구
11790,어선,2.99 ,8.24 ,2.65 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
11791,어선,2.99 ,8.24 ,2.65 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
11792,어선,4.02 ,9.75 ,2.63 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 장기면
11793,어선,3.14 ,9.00 ,2.43 ,0.92 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 남정면
11794,어선,2.65 ,8.75 ,3.00 ,0.72 ,FRP,어장관리선,어선(어장관리선),경북 울진군 후포면
11795,어선,99.00 ,29.40 ,6.00 ,2.90 ,강,근해통발어업,어선(근해통발어업),경북 울진군 후포면
11796,어선,2.99 ,8.87 ,3.18 ,0.68 ,FRP,어장관리선,어선(어장관리선),경남 고성군 삼산면
11797,어선,0.95 ,7.00 ,1.87 ,0.54 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시 돌산읍
11798,어선,2.49 ,7.94 ,2.96 ,0.79 ,FRP,정치성구획어업,어선(각망어업),전남 여수시 돌산읍
11799,어선,1.09 ,6.95 ,1.99 ,0.60 ,FRP,해조류양식어업,어선(해조류양식어업),전남 완도군 소안면
11800,어선,1.42 ,7.29 ,2.14 ,0.70 ,FRP,연안자망어업,어선(연안자망어업),전남 목포시
11801,어선,4.76 ,10.68 ,2.92 ,0.88 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
11802,어선,2.15 ,7.42 ,2.27 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
11803,어선,0.95 ,6.00 ,1.76 ,0.78 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시 돌산읍
